id,known_name,full_name,motivation,award_year,category
150,Douglas D. Osheroff,Douglas D. Osheroff,for their discovery of superfluidity in helium-3,1996,Physics
151,Robert C. Richardson,Robert C. Richardson,for their discovery of superfluidity in helium-3,1996,Physics
455,Peter C. Doherty,Peter C. Doherty,for their discoveries concerning the specificity of the cell mediated immune defence,1996,Physiology or Medicine
456,Rolf M. Zinkernagel,Rolf M. Zinkernagel,for their discoveries concerning the specificity of the cell mediated immune defence,1996,Physiology or Medicine
287,Paul D. Boyer,Paul D. Boyer,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),1997,Chemistry
288,John E. Walker,John E. Walker,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),1997,Chemistry
289,Jens C. Skou,Jens C. Skou,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",1997,Chemistry
717,Robert C. Merton,Robert C. Merton,for a new method to determine the value of derivatives,1997,Economic Sciences
718,Myron Scholes,Myron S. Scholes,for a new method to determine the value of derivatives,1997,Economic Sciences
674,Dario Fo,Dario Fo,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,1997,Literature
564,,,for their work for the banning and clearing of anti-personnel mines,1997,Peace
565,Jody Williams,Jody Williams,for their work for the banning and clearing of anti-personnel mines,1997,Peace
152,Steven Chu,Steven Chu,for development of methods to cool and trap atoms with laser light,1997,Physics
153,Claude Cohen-Tannoudji,Claude Cohen-Tannoudji,for development of methods to cool and trap atoms with laser light,1997,Physics
154,William D. Phillips,William D. Phillips,for development of methods to cool and trap atoms with laser light,1997,Physics
457,Stanley B. Prusiner,Stanley B. Prusiner,for his discovery of Prions - a new biological principle of infection,1997,Physiology or Medicine
290,Walter Kohn,Walter Kohn,for his development of the density-functional theory,1998,Chemistry
291,John Pople,John A. Pople,for his development of computational methods in quantum chemistry,1998,Chemistry
719,Amartya Sen,Amartya Sen,for his contributions to welfare economics,1998,Economic Sciences
675,José Saramago,José Saramago,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",1998,Literature
566,John Hume,John Hume,for their efforts to find a peaceful solution to the conflict in Northern Ireland,1998,Peace
567,David Trimble,David Trimble,for their efforts to find a peaceful solution to the conflict in Northern Ireland,1998,Peace
155,Robert B. Laughlin,Robert B. Laughlin,for their discovery of a new form of quantum fluid with fractionally charged excitations,1998,Physics
156,Horst L. Störmer,Horst L. Störmer,for their discovery of a new form of quantum fluid with fractionally charged excitations,1998,Physics
157,Daniel C. Tsui,Daniel C. Tsui,for their discovery of a new form of quantum fluid with fractionally charged excitations,1998,Physics
458,Robert F. Furchgott,Robert F. Furchgott,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1998,Physiology or Medicine
459,Louis J. Ignarro,Louis J. Ignarro,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1998,Physiology or Medicine
460,Ferid Murad,Ferid Murad,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,1998,Physiology or Medicine
292,Ahmed Zewail,Ahmed H. Zewail,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,1999,Chemistry
720,Robert Mundell,Robert A. Mundell,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,1999,Economic Sciences
676,Günter Grass,Günter Grass,whose frolicsome black fables portray the forgotten face of history,1999,Literature
568,,,in recognition of the organisation's pioneering humanitarian work on several continents,1999,Peace
158,Gerardus 't Hooft,Gerardus 't Hooft,for elucidating the quantum structure of electroweak interactions in physics,1999,Physics
159,Martinus J.G. Veltman,Martinus J.G. Veltman,for elucidating the quantum structure of electroweak interactions in physics,1999,Physics
461,Günter Blobel,Günter Blobel,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,1999,Physiology or Medicine
729,Alan Heeger,Alan J. Heeger,for the discovery and development of conductive polymers,2000,Chemistry
730,Alan MacDiarmid,Alan G. MacDiarmid,for the discovery and development of conductive polymers,2000,Chemistry
731,Hideki Shirakawa,Hideki Shirakawa,for the discovery and development of conductive polymers,2000,Chemistry
732,James J. Heckman,James J. Heckman,for his development of theory and methods for analyzing selective samples,2000,Economic Sciences
733,Daniel L. McFadden,Daniel L. McFadden,for his development of theory and methods for analyzing discrete choice,2000,Economic Sciences
734,Gao Xingjian,Gao Xingjian,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",2000,Literature
725,Kim Dae-jung,Kim Dae-jung,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular",2000,Peace
726,Zhores Alferov,Zhores I. Alferov,for developing semiconductor heterostructures used in high-speed- and opto-electronics,2000,Physics
727,Herbert Kroemer,Herbert Kroemer,for developing semiconductor heterostructures used in high-speed- and opto-electronics,2000,Physics
728,Jack Kilby,Jack S. Kilby,for his part in the invention of the integrated circuit,2000,Physics
722,Arvid Carlsson,Arvid Carlsson,for their discoveries concerning signal transduction in the nervous system,2000,Physiology or Medicine
723,Paul Greengard,Paul Greengard,for their discoveries concerning signal transduction in the nervous system,2000,Physiology or Medicine
724,Eric Kandel,Eric R. Kandel,for their discoveries concerning signal transduction in the nervous system,2000,Physiology or Medicine
741,William Knowles,William S. Knowles,for their work on chirally catalysed hydrogenation reactions,2001,Chemistry
742,Ryoji Noyori,Ryoji Noyori,for their work on chirally catalysed hydrogenation reactions,2001,Chemistry
743,K. Barry Sharpless,K. Barry Sharpless,for his work on chirally catalysed oxidation reactions,2001,Chemistry
744,George A. Akerlof,George A. Akerlof,for their analyses of markets with asymmetric information,2001,Economic Sciences
745,A. Michael Spence,A. Michael Spence,for their analyses of markets with asymmetric information,2001,Economic Sciences
746,Joseph E. Stiglitz,Joseph E. Stiglitz,for their analyses of markets with asymmetric information,2001,Economic Sciences
747,V. S. Naipaul,Sir Vidiadhar Surajprasad Naipaul,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,2001,Literature
748,,,for their work for a better organized and more peaceful world,2001,Peace
749,Kofi Annan,Kofi Atta Annan,for their work for a better organized and more peaceful world,2001,Peace
738,Eric Cornell,Eric A. Cornell,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",2001,Physics
739,Wolfgang Ketterle,Wolfgang Ketterle,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",2001,Physics
740,Carl Wieman,Carl E. Wieman,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",2001,Physics
735,Leland Hartwell,Leland H. Hartwell,for their discoveries of key regulators of the cell cycle,2001,Physiology or Medicine
736,Tim Hunt,Tim Hunt,for their discoveries of key regulators of the cell cycle,2001,Physiology or Medicine
737,Sir Paul Nurse,Sir Paul M. Nurse,for their discoveries of key regulators of the cell cycle,2001,Physiology or Medicine
756,John B. Fenn,John B. Fenn,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,2002,Chemistry
757,Koichi Tanaka,Koichi Tanaka,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,2002,Chemistry
758,Kurt Wüthrich,Kurt Wüthrich,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,2002,Chemistry
759,Daniel Kahneman,Daniel Kahneman,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",2002,Economic Sciences
760,Vernon L. Smith,Vernon L. Smith,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",2002,Economic Sciences
761,Imre Kertész,Imre Kertész,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,2002,Literature
762,Jimmy Carter,James Earl Carter,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",2002,Peace
753,Raymond Davis Jr.,Raymond Davis Jr.,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",2002,Physics
754,Masatoshi Koshiba,Masatoshi Koshiba,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",2002,Physics
755,Riccardo Giacconi,Riccardo Giacconi,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",2002,Physics
750,Sydney Brenner,Sydney Brenner,for their discoveries concerning genetic regulation of organ development and programmed cell death',2002,Physiology or Medicine
751,H. Robert Horvitz,H. Robert Horvitz,for their discoveries concerning genetic regulation of organ development and programmed cell death',2002,Physiology or Medicine
752,John E. Sulston,John E. Sulston,for their discoveries concerning genetic regulation of organ development and programmed cell death',2002,Physiology or Medicine
769,Peter Agre,Peter Agre,for the discovery of water channels,2003,Chemistry
770,Roderick MacKinnon,Roderick MacKinnon,for structural and mechanistic studies of ion channels,2003,Chemistry
771,Robert F. Engle III,Robert F. Engle III,for methods of analyzing economic time series with time-varying volatility (ARCH),2003,Economic Sciences
772,Clive W.J. Granger,Clive W.J. Granger,for methods of analyzing economic time series with common trends (cointegration),2003,Economic Sciences
763,J. M. Coetzee,John M. Coetzee,who in innumerable guises portrays the surprising involvement of the outsider,2003,Literature
773,Shirin Ebadi,Shirin Ebadi,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,2003,Peace
766,Alexei Abrikosov,Alexei Alexeyevich Abrikosov,for pioneering contributions to the theory of superconductors and superfluids,2003,Physics
767,Vitaly L. Ginzburg,Vitaly Lazarevich Ginzburg,for pioneering contributions to the theory of superconductors and superfluids,2003,Physics
768,Anthony J. Leggett,Anthony J. Leggett,for pioneering contributions to the theory of superconductors and superfluids,2003,Physics
764,Paul C. Lauterbur,Paul C. Lauterbur,for their discoveries concerning magnetic resonance imaging,2003,Physiology or Medicine
765,Sir Peter Mansfield,Sir Peter Mansfield,for their discoveries concerning magnetic resonance imaging,2003,Physiology or Medicine
779,Aaron Ciechanover,Aaron Ciechanover,for the discovery of ubiquitin-mediated protein degradation,2004,Chemistry
780,Avram Hershko,Avram Hershko,for the discovery of ubiquitin-mediated protein degradation,2004,Chemistry
781,Irwin Rose,Irwin Rose,for the discovery of ubiquitin-mediated protein degradation,2004,Chemistry
786,Finn E. Kydland,Finn E. Kydland,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,2004,Economic Sciences
787,Edward C. Prescott,Edward C. Prescott,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,2004,Economic Sciences
782,Elfriede Jelinek,Elfriede Jelinek,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,2004,Literature
783,Wangari Maathai,Wangari Muta Maathai,"for her contribution to sustainable development, democracy and peace",2004,Peace
776,David J. Gross,David J. Gross,for the discovery of asymptotic freedom in the theory of the strong interaction,2004,Physics
777,H. David Politzer,H. David Politzer,for the discovery of asymptotic freedom in the theory of the strong interaction,2004,Physics
778,Frank Wilczek,Frank Wilczek,for the discovery of asymptotic freedom in the theory of the strong interaction,2004,Physics
774,Richard Axel,Richard Axel,for their discoveries of odorant receptors and the organization of the olfactory system,2004,Physiology or Medicine
775,Linda B. Buck,Linda B. Buck,for their discoveries of odorant receptors and the organization of the olfactory system,2004,Physiology or Medicine
794,Yves Chauvin,Yves Chauvin,for the development of the metathesis method in organic synthesis,2005,Chemistry
795,Robert H. Grubbs,Robert H. Grubbs,for the development of the metathesis method in organic synthesis,2005,Chemistry
796,Richard R. Schrock,Richard R. Schrock,for the development of the metathesis method in organic synthesis,2005,Chemistry
799,Robert J. Aumann,Robert J. Aumann,for having enhanced our understanding of conflict and cooperation through game-theory analysis,2005,Economic Sciences
800,Thomas C. Schelling,Thomas C. Schelling,for having enhanced our understanding of conflict and cooperation through game-theory analysis,2005,Economic Sciences
801,Harold Pinter,Harold Pinter,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,2005,Literature
797,,,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,2005,Peace
798,Mohamed ElBaradei,Mohamed ElBaradei,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,2005,Peace
791,Roy J. Glauber,Roy J. Glauber,for his contribution to the quantum theory of optical coherence,2005,Physics
792,John L. Hall,John L. Hall,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",2005,Physics
793,Theodor W. Hänsch,Theodor W. Hänsch,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",2005,Physics
789,Barry J. Marshall,Barry J. Marshall,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,2005,Physiology or Medicine
790,J. Robin Warren,J. Robin Warren,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,2005,Physiology or Medicine
806,Roger D. Kornberg,Roger D. Kornberg,for his studies of the molecular basis of eukaryotic transcription,2006,Chemistry
807,Edmund S. Phelps,Edmund S. Phelps,for his analysis of intertemporal tradeoffs in macroeconomic policy,2006,Economic Sciences
808,Orhan Pamuk,Orhan Pamuk,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,2006,Literature
809,Muhammad Yunus,Muhammad Yunus,for their efforts to create economic and social development from below,2006,Peace
810,,,for their efforts to create economic and social development from below,2006,Peace
804,John C. Mather,John C. Mather,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2006,Physics
805,George F. Smoot,George F. Smoot,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,2006,Physics
802,Andrew Z. Fire,Andrew Z. Fire,for their discovery of RNA interference - gene silencing by double-stranded RNA,2006,Physiology or Medicine
803,Craig C. Mello,Craig C. Mello,for their discovery of RNA interference - gene silencing by double-stranded RNA,2006,Physiology or Medicine
816,Gerhard Ertl,Gerhard Ertl,for his studies of chemical processes on solid surfaces,2007,Chemistry
820,Leonid Hurwicz,Leonid Hurwicz,for having laid the foundations of mechanism design theory,2007,Economic Sciences
821,Eric S. Maskin,Eric S. Maskin,for having laid the foundations of mechanism design theory,2007,Economic Sciences
822,Roger B. Myerson,Roger B. Myerson,for having laid the foundations of mechanism design theory,2007,Economic Sciences
817,Doris Lessing,Doris Lessing,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",2007,Literature
818,,,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",2007,Peace
819,Al Gore,Albert Arnold (Al) Gore  Jr.,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",2007,Peace
814,Albert Fert,Albert Fert,for the discovery of Giant Magnetoresistance,2007,Physics
815,Peter Grünberg,Peter Grünberg,for the discovery of Giant Magnetoresistance,2007,Physics
811,Mario R. Capecchi,Mario R. Capecchi,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,2007,Physiology or Medicine
812,Sir Martin J. Evans,Sir Martin J. Evans,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,2007,Physiology or Medicine
813,Oliver Smithies,Oliver Smithies,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,2007,Physiology or Medicine
829,Osamu Shimomura,Osamu Shimomura,"for the discovery and development of the green fluorescent protein, GFP",2008,Chemistry
830,Martin Chalfie,Martin Chalfie,"for the discovery and development of the green fluorescent protein, GFP",2008,Chemistry
831,Roger Y. Tsien,Roger Y. Tsien,"for the discovery and development of the green fluorescent protein, GFP",2008,Chemistry
834,Paul Krugman,Paul Krugman,for his analysis of trade patterns and location of economic activity,2008,Economic Sciences
832,Jean-Marie Gustave Le Clézio,Jean-Marie Gustave Le Clézio,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",2008,Literature
833,Martti Ahtisaari,Martti Ahtisaari,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",2008,Peace
826,Yoichiro Nambu,Yoichiro Nambu,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,2008,Physics
827,Makoto Kobayashi,Makoto Kobayashi,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,2008,Physics
828,Toshihide Maskawa,Toshihide Maskawa,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,2008,Physics
823,Harald zur Hausen,Harald zur Hausen,for his discovery of human papilloma viruses causing cervical cancer,2008,Physiology or Medicine
824,Françoise Barré-Sinoussi,Françoise Barré-Sinoussi,for their discovery of human immunodeficiency virus,2008,Physiology or Medicine
825,Luc Montagnier,Luc Montagnier,for their discovery of human immunodeficiency virus,2008,Physiology or Medicine
841,Venkatraman Ramakrishnan,Venkatraman Ramakrishnan,for studies of the structure and function of the ribosome,2009,Chemistry
842,Thomas A. Steitz,Thomas A. Steitz,for studies of the structure and function of the ribosome,2009,Chemistry
843,Ada E. Yonath,Ada E. Yonath,for studies of the structure and function of the ribosome,2009,Chemistry
846,Elinor Ostrom,Elinor Ostrom,"for her analysis of economic governance, especially the commons",2009,Economic Sciences
847,Oliver E. Williamson,Oliver E. Williamson,"for his analysis of economic governance, especially the boundaries of the firm",2009,Economic Sciences
844,Herta Müller,Herta Müller,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",2009,Literature
845,Barack H. Obama,Barack Hussein Obama,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,2009,Peace
838,Charles K. Kao,Charles Kuen Kao,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,2009,Physics
839,Willard S. Boyle,Willard S. Boyle,for the invention of an imaging semiconductor circuit - the CCD sensor,2009,Physics
840,George E. Smith,George E. Smith,for the invention of an imaging semiconductor circuit - the CCD sensor,2009,Physics
835,Elizabeth H. Blackburn,Elizabeth H. Blackburn,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,2009,Physiology or Medicine
836,Carol W. Greider,Carol W. Greider,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,2009,Physiology or Medicine
837,Jack W. Szostak,Jack W. Szostak,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,2009,Physiology or Medicine
851,Richard F. Heck,Richard F. Heck,for palladium-catalyzed cross couplings in organic synthesis,2010,Chemistry
852,Ei-ichi Negishi,Ei-ichi Negishi,for palladium-catalyzed cross couplings in organic synthesis,2010,Chemistry
853,Akira Suzuki,Akira Suzuki,for palladium-catalyzed cross couplings in organic synthesis,2010,Chemistry
856,Peter A. Diamond,Peter A. Diamond,for their analysis of markets with search frictions,2010,Economic Sciences
857,Dale T. Mortensen,Dale T. Mortensen,for their analysis of markets with search frictions,2010,Economic Sciences
858,Christopher A. Pissarides,Christopher A. Pissarides,for their analysis of markets with search frictions,2010,Economic Sciences
854,Mario Vargas Llosa,Mario Vargas Llosa,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",2010,Literature
855,Liu Xiaobo,Liu Xiaobo,for his long and non-violent struggle for fundamental human rights in China,2010,Peace
849,Andre Geim,Andre Geim,for groundbreaking experiments regarding the two-dimensional material graphene,2010,Physics
850,Konstantin Novoselov,Konstantin Novoselov,for groundbreaking experiments regarding the two-dimensional material graphene,2010,Physics
848,Robert G. Edwards,Robert G. Edwards,for the development of in vitro fertilization,2010,Physiology or Medicine
867,Dan Shechtman,Dan Shechtman,for the discovery of quasicrystals,2011,Chemistry
872,Thomas J. Sargent,Thomas J. Sargent,for their empirical research on cause and effect in the macroeconomy,2011,Economic Sciences
873,Christopher A. Sims,Christopher A. Sims,for their empirical research on cause and effect in the macroeconomy,2011,Economic Sciences
868,Tomas Tranströmer,Tomas Tranströmer,"because, through his condensed, translucent images, he gives us fresh access to reality",2011,Literature
869,Ellen Johnson Sirleaf,Ellen Johnson Sirleaf,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,2011,Peace
870,Leymah Gbowee,Leymah Gbowee,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,2011,Peace
871,Tawakkol Karman,Tawakkol Karman,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,2011,Peace
864,Saul Perlmutter,Saul Perlmutter,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,2011,Physics
865,Brian P. Schmidt,Brian P. Schmidt,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,2011,Physics
866,Adam G. Riess,Adam G. Riess,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,2011,Physics
861,Bruce A. Beutler,Bruce A. Beutler,for their discoveries concerning the activation of innate immunity,2011,Physiology or Medicine
862,Jules A. Hoffmann,Jules A. Hoffmann,for their discoveries concerning the activation of innate immunity,2011,Physiology or Medicine
863,Ralph M. Steinman,Ralph M. Steinman,for his discovery of the dendritic cell and its role in adaptive immunity,2011,Physiology or Medicine
878,Robert J. Lefkowitz,Robert J. Lefkowitz,for studies of G-protein-coupled receptors,2012,Chemistry
879,Brian Kobilka,Brian K. Kobilka,for studies of G-protein-coupled receptors,2012,Chemistry
882,Alvin E. Roth,Alvin E. Roth,for the theory of stable allocations and the practice of market design,2012,Economic Sciences
883,Lloyd S. Shapley,Lloyd S. Shapley,for the theory of stable allocations and the practice of market design,2012,Economic Sciences
880,Mo Yan,Mo Yan,"who with hallucinatory realism merges folk tales, history and the contemporary",2012,Literature
881,,,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",2012,Peace
876,Serge Haroche,Serge Haroche,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,2012,Physics
877,David J. Wineland,David J. Wineland,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,2012,Physics
874,Sir John B. Gurdon,Sir John B. Gurdon,for the discovery that mature cells can be reprogrammed to become pluripotent,2012,Physiology or Medicine
875,Shinya Yamanaka,Shinya Yamanaka,for the discovery that mature cells can be reprogrammed to become pluripotent,2012,Physiology or Medicine
889,Martin Karplus,Martin Karplus,for the development of multiscale models for complex chemical systems,2013,Chemistry
890,Michael Levitt,Michael Levitt,for the development of multiscale models for complex chemical systems,2013,Chemistry
891,Arieh Warshel,Arieh Warshel,for the development of multiscale models for complex chemical systems,2013,Chemistry
894,Eugene F. Fama,Eugene F. Fama,for their empirical analysis of asset prices,2013,Economic Sciences
895,Lars Peter Hansen,Lars Peter Hansen,for their empirical analysis of asset prices,2013,Economic Sciences
896,Robert J. Shiller,Robert J. Shiller,for their empirical analysis of asset prices,2013,Economic Sciences
892,Alice Munro,Alice Munro,master of the contemporary short story,2013,Literature
893,,,for its extensive efforts to eliminate chemical weapons,2013,Peace
887,François Englert,François Englert,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",2013,Physics
888,Peter Higgs,Peter W. Higgs,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",2013,Physics
884,James E. Rothman,James E. Rothman,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",2013,Physiology or Medicine
885,Randy W. Schekman,Randy W. Schekman,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",2013,Physiology or Medicine
886,Thomas C. Südhof,Thomas C. Südhof,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",2013,Physiology or Medicine
909,Eric Betzig,Eric Betzig,for the development of super-resolved fluorescence microscopy,2014,Chemistry
910,Stefan W. Hell,Stefan W. Hell,for the development of super-resolved fluorescence microscopy,2014,Chemistry
911,William E. Moerner,William E. Moerner,for the development of super-resolved fluorescence microscopy,2014,Chemistry
915,Jean Tirole,Jean Tirole,for his analysis of market power and regulation,2014,Economic Sciences
912,Patrick Modiano,Patrick Modiano,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",2014,Literature
913,Kailash Satyarthi,Kailash Satyarthi,for their struggle against the suppression of children and young people and for the right of all children to education,2014,Peace
914,Malala Yousafzai,Malala Yousafzai,for their struggle against the suppression of children and young people and for the right of all children to education,2014,Peace
906,Isamu Akasaki,Isamu Akasaki,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,2014,Physics
907,Hiroshi Amano,Hiroshi Amano,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,2014,Physics
908,Shuji Nakamura,Shuji Nakamura,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,2014,Physics
903,John O'Keefe,John O'Keefe,for their discoveries of cells that constitute a positioning system in the brain,2014,Physiology or Medicine
904,May-Britt Moser,May-Britt Moser,for their discoveries of cells that constitute a positioning system in the brain,2014,Physiology or Medicine
905,Edvard I. Moser,Edvard I. Moser,for their discoveries of cells that constitute a positioning system in the brain,2014,Physiology or Medicine
921,Tomas Lindahl,Tomas Lindahl,for mechanistic studies of DNA repair,2015,Chemistry
922,Paul Modrich,Paul Modrich,for mechanistic studies of DNA repair,2015,Chemistry
923,Aziz Sancar,Aziz Sancar,for mechanistic studies of DNA repair,2015,Chemistry
926,Angus Deaton,Angus Deaton,"for his analysis of consumption, poverty, and welfare",2015,Economic Sciences
924,Svetlana Alexievich,Svetlana Alexievich,"for her polyphonic writings, a monument to suffering and courage in our time",2015,Literature
925,,,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,2015,Peace
919,Takaaki Kajita,Takaaki Kajita,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",2015,Physics
920,Arthur B. McDonald,Arthur B. McDonald,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",2015,Physics
916,William C. Campbell,William C. Campbell,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,2015,Physiology or Medicine
917,Satoshi Ōmura,Satoshi Ōmura,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,2015,Physiology or Medicine
918,Tu Youyou,Tu Youyou,for her discoveries concerning a novel therapy against Malaria,2015,Physiology or Medicine
931,Jean-Pierre Sauvage,Jean-Pierre Sauvage,for the design and synthesis of molecular machines,2016,Chemistry
932,Sir J. Fraser Stoddart,Sir J. Fraser Stoddart,for the design and synthesis of molecular machines,2016,Chemistry
933,Bernard L. Feringa,Bernard L. Feringa,for the design and synthesis of molecular machines,2016,Chemistry
935,Oliver Hart,Oliver Hart,for their contributions to contract theory,2016,Economic Sciences
936,Bengt Holmström,Bengt Holmström,for their contributions to contract theory,2016,Economic Sciences
937,Bob Dylan,Bob Dylan,for having created new poetic expressions within the great American song tradition,2016,Literature
934,Juan Manuel Santos,Juan Manuel Santos,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,2016,Peace
928,David J. Thouless,David J. Thouless,for theoretical discoveries of topological phase transitions and topological phases of matter,2016,Physics
929,F. Duncan M. Haldane,F. Duncan M. Haldane,for theoretical discoveries of topological phase transitions and topological phases of matter,2016,Physics
930,J. Michael Kosterlitz,J. Michael Kosterlitz,for theoretical discoveries of topological phase transitions and topological phases of matter,2016,Physics
927,Yoshinori Ohsumi,Yoshinori Ohsumi,for his discoveries of mechanisms for autophagy,2016,Physiology or Medicine
944,Jacques Dubochet,Jacques Dubochet,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,2017,Chemistry
945,Joachim Frank,Joachim Frank,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,2017,Chemistry
946,Richard Henderson,Richard Henderson,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,2017,Chemistry
949,Richard H. Thaler,Richard H. Thaler,for his contributions to behavioural economics,2017,Economic Sciences
